titre,résumé,temps,année,votes,nombre de votes,popularité,acteurs,directeurs,production,genres,id_film,id_genre,poster_url,genre_1,genre_2,genre_3
L'Angle mort,"Dominick Brassan a le pouvoir de se rendre invisible mais ne s’en sert pas beaucoup. Il a fait de ce don un secret honteux qu’il dissimule même à sa fiancée, Viveka. Mais vient un jour où le pouvoir se détraque et échappe à son contrôle, ce qui bouleversera sa vie, ses amitiés et ses amours.",104,16-10-2019,5.325,20,1.8405,"['Jean-Christophe Folly', 'Golshifteh Farahani', 'Isabelle Carré', 'Le Comte de Bouderbala', 'Claudia Tagbo', 'Tella Kpomahou', 'Peter Bonke', 'Elliot Jenicot', 'Hugues Jourdain', 'Yannis Bougeard', 'Jessica Leyemberger', 'Sébastien Floche', 'Aude Lachaise', 'João Fernando Amorim Cabral Filho', 'Martine Schambacher', 'Tony Harrisson', 'Mister Blaiz', 'Owen Kanga', 'Hadja Traore', 'Yann Liu', 'Chantal Yam', 'Afid Raïs', 'Yannick Grandjean', 'Mohamed Hamouni', 'David Stanley', 'Bérénice Ouédraogo', 'Alexeï Riboud', 'Franck Vaillant', 'Fergaledgar']","['Patrick Mario Bernard', 'Pierre Trividic']","Les Films de Pierre, Rouge International, A.S. Prod, Agat Films & Cie / Ex Nihilo",['Drame'],585093,[18],https://image.tmdb.org/t/p/w500/hSatpJjxyfID8yr3Z32Dmeo9rxS.jpg,Drame,-,-
Chambre 212,"Après 20 ans de mariage, Maria décide de quitter le domicile conjugal. Une nuit, elle part s’installer dans la chambre 212 de l’hôtel d’en face. De là, Maria a une vue plongeante sur son appartement, son mari, son mariage. Elle se demande si elle a pris la bonne décision. Bien des personnages de sa vie ont une idée sur la question, et ils comptent le lui faire savoir.",87,09-10-2019,6.2,252,1.84,"['Chiara Mastroianni', 'Vincent Lacoste', 'Camille Cottin', 'Benjamin Biolay', 'Stéphane Roger', 'Harrison Arevalo', 'Kolia Abiteboul', 'Carole Bouquet', 'Marie-Christine Adam', 'Claire Johnston', 'Gabriel Onnée', 'Clara Choï', 'Antony Moro', 'Nassim Rachi', 'Tommy Schlesser', 'Charlie Morgan', 'David Sauderais', 'Anthony Fulrad', 'Victor Bergeon', 'Selim Zahrani', 'Nabil Taleb', 'Anthony Devaux', 'Cyril Metzger', 'Nathan Lepiller', 'Claudine Gayet']",['Christophe Honoré'],"Les Films Pelléas, Bidibul Productions, SCOPE Pictures, France 2 Cinéma","['Comédie', 'Drame']",595867,"[35, 18]",https://image.tmdb.org/t/p/w500/g00pbH3oa0yWuqaCLHk8r45frxr.jpg,Comédie,Drame,-
"Alma, la fiancée du vent","Alma, la fiancée du vent est un film austro-germano-britannique réalisé par Bruce Beresford, sorti en 2001. Le titre du film fait directement référence à La Fiancée du vent, toile du peintre et écrivain autrichien Oskar Kokoschka, peinte au cours de sa liaison avec la jeune femme.",99,08-06-2001,3.75,8,1.8399,"['Sarah Wynter', 'Jonathan Pryce', 'Vincent Perez', 'Simon Verhoeven', 'Gregor Seberg', 'Dagmar Schwarz', 'Wolfgang Hübsch', 'August Schmölzer', 'Johannes Silberschneider', 'Renée Fleming', 'Peter Gruber', 'Marianne Mendt', 'Merab Ninidze', 'Mijou Kovacs', 'Jean-Yves Thibaudet', 'Werner Prinz']",['Bruce Beresford'],Inconnu,"['Romance', 'Drame', 'Musique']",56934,"[10749, 18, 10402]",https://image.tmdb.org/t/p/w500/v3DDHvWV0MvUaYVYrpHCQ5PuAmy.jpg,Romance,Drame,Musique
Le Château du dragon,"1844. Miranda se rend au château de Dragonwyck pour s'occuper de la petite fille de Nicholas Van Ryn, dont l'épouse est sur le point de mourir. Van Ryn s'éprend de Miranda et lorsque sa femme meurt, il demande à la jeune fille de l'épouser. Mais les rapports entre les deux jeunes époux changent lorsque Miranda accouche d'un enfant mort-né.",105,19-04-1946,6.7,113,1.8398,"['Gene Tierney', 'Walter Huston', 'Vincent Price', 'Glenn Langan', 'Anne Revere', 'Spring Byington', 'Connie Marshall', 'Harry Morgan', 'Vivienne Osborne', 'Jessica Tandy', 'Trudy Marshall', 'Gertrude Astor', 'Robert Baldwin', 'Ruth Cherrington', 'Scott Elliott', 'Pierce Lyden', 'Larry Steers', 'Charles Waldron', 'Arthur Aylesworth', 'Shelby Bacon', 'Walter Baldwin', 'Trevor Bardette', 'Bill Carter', 'Clancy Cooper', 'Edwin Davis', 'Wally Dean', 'Nestor Eristoff', 'Tom Fadden', 'Betty Fairfax', 'George Ford', 'Ruth Ford', 'Michael Garrison', 'Henry Hebert', 'Robert ""Buzz"" Henry', 'Keith Hitchcock', 'Harry Humphrey', 'Boyd Irwin', 'Ted Jordan', 'Virginia Lee', 'Robert Malcolm', 'Thomas Martin', 'Walter Marx', 'Jane Nigh', 'Steve Olsen', 'Francis Pierlot', 'Addison Richards', 'Mickey Roth', 'Alexander Sascha', 'Reinhold Schünzel', 'Grady Sutton', 'Art Thompson', 'David Vallard', 'Nanette Vallon', 'Maya Van Horn', 'Elizabeth Williams', 'Al Winters', 'Douglas Wood']",['Joseph L. Mankiewicz'],20th Century Fox,"['Drame', 'Romance', 'Thriller']",26286,"[18, 10749, 53]",https://image.tmdb.org/t/p/w500/uZFqDR3fEYU7KKJiVCRyCMVngIL.jpg,Drame,Romance,Thriller
Les Deux Anglaises et le Continent,"À Paris, à la fin du XIXe siècle. Claude Roc, jeune bourgeois couvé par sa mère, aime l'art et la littérature. Il fait la connaissance d'Anne Brown, une étudiante britannique qui devient rapidement son amie. La jeune fille l'invite à passer quelques jours au Pays de Galles, chez ses parents. Elle se réjouit de lui présenter Muriel, sa sœur chérie. Entre les deux jeunes femmes, Claude goûte les charmes d'un séjour enchanteur. Séduit par l'humeur sombre de la mystique Muriel, il lui propose le mariage. Sa mère exige un an de mise à l'épreuve. Claude met cette année à profit pour oublier Muriel tandis que celle-ci, d'abord indifférente, s'éprend graduellement du « continent », surnom que les deux sœurs ont donné à Claude...",130,18-11-1971,6.9,155,1.8397,"['Jean-Pierre Léaud', 'Kika Markham', 'Stacey Tendeter', 'Philippe Léotard', 'Georges Delerue', 'Sylvia Marriott', 'Marie Mansart', 'Irène Tunc', 'Marcel Berbert', 'Jeanne Lobre', 'Annie Miller', 'Marie Irakane', 'Guillaume Schiffman', 'Mark Peterson', 'David Markham', 'Sophie Baker', 'René Gaillard', 'Anne Levaslot', 'Christine Pellé', 'Mathieu Schiffman', 'Jeanne Sophie', 'Eva Truffaut', 'François Truffaut', 'Laura Truffaut']",['François Truffaut'],"Cinétel, Les Films du Carrosse","['Drame', 'Romance']",42513,"[18, 10749]",https://image.tmdb.org/t/p/w500/zUy1kqMq4szlfHWLnsVuWfI0h8H.jpg,Drame,Romance,-
Ecce bombo,"Le jeune Michele sort avec Silvia qui travaille dans le cinéma, ce qui donne lieu à de longues conversations passionnées sur le cinéma italien. Michele, comme tous ceux de son âge, a des relations conflictuelles avec son père, sa mère et sa sœur cadette, victimes désignées de ses propres frustrations. Le reste du temps, Michele traîne avec son groupe d'amis. Ensemble, ils écoutent les premières radios libres et se laissent surtout aller à leur désœuvrement et leur mal-être, qu'ils expriment lors de séances d'auto-conscience. Dans la chaleur de l'été romain, les amis décident d'aller retrouver Olga, une jeune fille schizophrène...",103,08-03-1978,7.4,252,1.8396,"['Nanni Moretti', 'Luisa Rossi', 'Lina Sastri', 'Piero Galletti', 'Susanna Javicoli', 'Cristina Manni', 'Lorenza Ralli', 'Maurizio Romoli', 'Carola Stagnaro', 'Fabio Traversa', 'Giorgio Viterbo', 'Paolo Zaccagnini', 'Sandro Conte', 'Fabrizio De Taddeo', 'Mauro Fabretti', 'Simona Frosi', 'Giampiero Mughini', 'Vincenzo Vitobello', 'Glauco Mauri', 'Alberto Abruzzese', 'Luciano Agati', 'Age', 'Benedetta Bini', 'Roberto De Lellis', 'Pier Farri', 'Nadia Fusini', 'Valentina Galletti', 'Cristiano Gentili', 'Filippo La Porta', 'Giovanni Pietro Lombardo', 'Gaetano Marchione', 'Augusto Minzolini', 'Rossana Canghiari', 'Luigi Moretti', 'Antonio Pane', 'Carla Taviani', ""Gabriella D'Amico""]",['Nanni Moretti'],"Filmalpha, Alphabeta Film","['Comédie', 'Drame']",48282,"[35, 18]",https://image.tmdb.org/t/p/w500/c7t4aNyvRkLFVAE4XiPiY2U6RpP.jpg,Comédie,Drame,-
Clément,"Marion est une femme libre, insouciante et fougueuse, comme si l'adolescente qu'elle était n'avait pas tout à fait disparu. A l'occasion de l'anniversaire de son filleul, elle rencontre Clément, un garçon charmeur et provocant. Un jeu de séduction s'installe entre eux ; puis naissent le trouble, le désir et l'amour. Jusqu'à la passion.",139,06-06-2001,4.7,17,1.8395,"['Olivier Gueritée', 'Emmanuelle Bercot', 'Kevin Goffette', 'Rémi Martin', 'Lou Castel', 'Catherine Vinatier', 'Jocelyn Quivrin', 'David Saada', 'Eric Chadi', 'Yves Verhoeven', 'Catherine Guillot', 'Fiona Casalta', 'Nicolas Buchoux', 'Joël Curtz', 'Cyril Descours', 'Eddy Okba']",['Emmanuelle Bercot'],"ARTE France Cinéma, Télécip, Moby Dick Films, Les Films Pelléas","['Drame', 'Romance']",48601,"[18, 10749]",https://image.tmdb.org/t/p/w500/vwdZpyozXuTYw9ZD3slaxp1He1c.jpg,Drame,Romance,-
Black Stone,"Pendant que ses parents adoptifs se tuent à la tâche dans une usine agro-alimentaire de Séoul, Shon Sun est contraint d’effectuer son service militaire. Mais, victime de mauvais traitements, il est obligé de fuir l’armée. De retour à Séoul, il s’aperçoit que ses parents ont disparu. Bien décidé à les retrouver, il entame alors tout un périple à travers la jungle polluée, d’où est originaire son père…",93,28-03-2016,4.917,12,1.8382,"['원태희', 'Son Suk-ku', 'Jung Yong-sik', '백현주']",['Roh Gyeong-tae'],"Neon Productions, Teddy Roh Productions",['Drame'],317991,[18],https://image.tmdb.org/t/p/w500/uiDktplcFPDwbmMJ1ClRxLbLyQe.jpg,Drame,-,-
Le Brigand bien-aimé,"En 1876, la bande de Jesse James attaque la banque de Northfield, mais elle est défaite et mise en fuite par le shérif de la ville, qui se lance à leur poursuite. Seul son frère Frank échappe aux poursuivants : désormais à deux, les frères en viennent aux confidences, notamment au sujet de la formation de leur bande et des aventures de Jesse lors de la guerre de Sécession, au cours de laquelle il a été blessé…",92,22-03-1957,6.24,48,1.8357,"['Robert Wagner', 'Jeffrey Hunter', 'Hope Lange', 'Agnes Moorehead', 'Alan Hale Jr.', 'Alan Baxter', 'John Carradine', 'Rachel Stephens', 'Barney Phillips', 'Biff Elliot', 'Frank Overton', 'Barry Atwater', 'Marian Seldes', 'Chubby Johnson', 'Frank Gorshin', 'Carl Thayler', 'John Doucette', 'Anthony Ray', 'Jason Johnson', 'Joe Di Reda', 'Clegg Hoyt', 'Sumner Williams']",['Nicholas Ray'],20th Century Fox,['Western'],83354,[37],https://image.tmdb.org/t/p/w500/d0z1MmrUR9tk5UGKNttIAbL1Q8Q.jpg,Western,-,-
À la petite semaine,"La première semaine de liberté de Jacques, qui vient de passer cinq ans derrière les barreaux, aux côtés de Francis, Didier, Camille et les autres, dans le petit monde des « débrouillards » du Saint-Ouen d'aujourd’hui.",100,25-06-2003,5.595,21,1.8333,"['Gérard Lanvin', 'Jacques Gamblin', 'Clovis Cornillac', 'Etienne Chicot', 'Florence Pernel', 'Jean-Paul Bonnaire', 'André Thorent', 'Désir Carré', 'Jean-Claude Lecas', 'Jean-Pierre Lazzerini', 'Josiane Stoléru', 'Julie Durand', 'Liliane Rovère', 'Philippe Nahon', 'Vincent Moscato']",['Sam Karmann'],Inconnu,"['Drame', 'Comédie']",67380,"[18, 35]",https://image.tmdb.org/t/p/w500/5RrmytANLuJjYti71DFkX1MlS9H.jpg,Drame,Comédie,-
Amore Mio,"Lola refuse d’assister à l’enterrement de l’homme qu’elle aime. Elle convainc Margaux, sa sœur, de les emmener, elle et son fils, loin de la cérémonie. Sur la route qui les mènera vers l'Italie, elles découvrent les adultes qu'elles sont devenues et tentent de retrouver la complicité des enfants qu’elles étaient.",80,01-02-2023,5.529,17,1.8322,"['Alysson Paradis', 'Élodie Bouchez', 'Félix Maritaud', 'Viggo Ferreira Redier', 'Pierre Cevaer', 'Nicole Barrière', 'Lucile  Durant', 'Youness Polastron', 'Katia Redier', 'Sebastien Coppolino', 'Ashille Constantin', 'Marcus Gouix Paradis', 'Costanzo Agus']",['Guillaume Gouix'],"Agat Films & Cie / Ex Nihilo, Urban Distribution",['Drame'],958189,[18],https://image.tmdb.org/t/p/w500/vExWmxUW2GFhnY6zeiVaV2CJ7FE.jpg,Drame,-,-
Le Cheval qui pleure,"Vers 1830, des Ukrainiens tentent de passer la frontière de la Bessarabie avec l'aide de gitans.",98,01-04-1957,3.6,7,1.8302,"['Вера Донская', 'Юрий Дедович', 'Ivan Tverdokhlib', 'Olga Petrova', 'Sergei Shishko']",['Marc Donskoï'],Dovzhenko Film Studios,['Drame'],262748,[18],https://image.tmdb.org/t/p/w500/xxQKRYHOc50P1M2Qe1wAcuDTSO3.jpg,Drame,-,-
Chronique d'une mort annoncée,"Cristo Bedoya, homme élégant d'une cinquantaine d'années, revient au village après une longue absence pour diriger l'hôpital. Il replonge dans les évènements de sa jeunesse qui vingt-cinq ans plus tôt ont bouleversé la vie du village. Un etranger, Bayardo San Roman, tombe amoureux d'une jeune fille, Angela, et décide de l'epouser. Apres des noces brillantes il s'apercoit que sa femme n'est plus vierge. Il la ramene a sa mere et s'en va pour toujours. Les freres de la jeune fille lui font avouer le nom de celui qui l'a possedee. Ils doivent venger l'affront !",109,08-05-1987,7.3,82,1.8285,"['Rupert Everett', 'Ornella Muti', 'Gian Maria Volonté', 'Lucia Bosè', 'Anthony Delon', 'Alain Cuny', 'Sergi Mateu', 'Vicky Hernández', 'Caroline Lang', 'Carolina Rosi', 'Silverio Blasi', 'Sergi Mateu', 'Carlos Miranda', 'Rogerio Miranda', 'Leonor Gonzales', 'Edgardo Román', 'Irene Papas', 'Lucy Martínez']",['Francesco Rosi'],"Les Films Ariane, France 3 Cinéma, Italmedia Film, Soprofilms, RAI","['Crime', 'Drame', 'Thriller']",163706,"[80, 18, 53]",https://image.tmdb.org/t/p/w500/u2V2VgUVXyBkBaXS7XKxKnB19Fc.jpg,Crime,Drame,Thriller
À genoux les gars,"En l'absence de sa sœur Rim, que faisait Yasmina dans un parking avec Salim et Majid, leurs petits copains ? Si Rim ne sait rien, c'est parce que Yasmina fait tout pour qu'elle ne l'apprenne pas. Quoi donc ? L’inavouable… le pire… la honte XXL, le tout immortalisé par Salim dans une vidéo potentiellement très volatile.",98,20-06-2018,4.6,35,1.8274,"['Souad Arsane', 'Inas Chanti', 'Loubna Abidar', 'Baya Kasmi', 'Sidi Mejai', 'Mehdi Dahmane', 'Elis Gardiole', 'Kadhir Fardi']",['Antoine Desrosières'],Inconnu,['Comédie'],517982,[35],https://image.tmdb.org/t/p/w500/lUgxmlOMVgDSU8x2uuiaK8ymA4R.jpg,Comédie,-,-
L'Autre côté de l'espoir,"Helsinki. Deux destins qui se croisent. Wikhström, la cinquantaine, décide de changer de vie en quittant sa femme alcoolique et son travail de représentant de commerce pour ouvrir un restaurant. Khaled est quant à lui un jeune réfugié syrien, échoué dans la capitale par accident. Il voit sa demande d’asile rejetée mais décide de rester malgré tout. Un soir, Wikhström le trouve dans la cour de son restaurant. Touché par le jeune homme, il décide de le prendre sous son aile.",98,03-02-2017,6.946,343,1.8233,"['Sherwan Haji', 'Sakari Kuosmanen', 'Kaija Pakarinen', 'Niroz Haji', 'Janne Hyytiäinen', 'Ilkka Koivula', 'Nuppu Koivu', 'Simon Al-Bazoon', 'Tuomari Nurmio', 'Abdi Jama', 'Antti Virmavirta', 'Timo Torikka', 'Olli Varja', 'Pia Riihioja', 'Kati Outinen', 'Maria Järvenhelmi', 'Katja Tolonen', 'Mohamed Awad', 'Seppo Väisänen', 'Milka Ahlroth', 'Karar Al-Bazoon', 'Ismo Haavisto', 'Tommi Eronen', 'Vesa Häkli', 'Dome Karukoski', 'Pekka Wiik', 'Erkki Lahti', 'Mikko Mykkänen', 'Minna Maskulin', 'Heikki Heimo', 'Sulevi Peltola', 'Matti Onnismaa', 'Hannu-Pekka Björkman', 'Hannu Lauri', 'Juhani Niemelä', 'Atte Blom', 'Jörn Donner', 'Jukka Virtanen', 'Kai Kilpinen', 'Puntti Valtonen', 'Taneli Mäkelä', 'Heikki Metsämäki', 'Clas-Ove Bruun', 'Harri Marstio', 'Antero Jakoila', 'Ville Virtanen', 'Mirja Oksanen', 'Kari Vento', 'Hamid Al-Bazoon', 'Sami Silventoinen', 'Jari Tuomola', 'Mikael Hankkila', 'Imad Alkhatib', 'Ilmi', 'Markku Hillilä', 'Esa Pulliainen', 'Mitja Tuurala', 'Panu Vauhkonen', 'Axel Laurén', 'Pauli Patinen', 'Juuso Hirvikangas', 'Esa Kukkola', 'Tom Liljemark', 'Reima Mäenpää', 'Tom Wahlroos', 'Elina Knihtilä', 'Hannu Kivioja', 'Antti Määttänen', 'Elias Westerberg', 'Samuel Jaari', 'Pirita Pesu', 'Lauri Untamo', 'Marko Haavisto', 'Samuli Halonen', 'Jaakko Rossi', 'Jouni Saario', 'Tommi Korpela', 'Jonas Nourisson', 'Heikki Häkkinen', 'Juho Kuosmanen']",['Aki Kaurismäki'],"ZDF, Bufo, Sputnik","['Comédie', 'Drame']",429199,"[35, 18]",https://image.tmdb.org/t/p/w500/ak1x5d7BwQxyASBrXfA79qdHP3o.jpg,Comédie,Drame,-
"Agnus Dei, Cordero de Dios","La pédophilie ne mérite pas le silence. Ce documentaire illustre la complicité qui existe entre religieux et certaines familles, qui préfèrent fermer les yeux sur les agissements des prêtres afin que leurs enfants puissent être éduqués. Pauvreté et puissance des soutanes face à l’impuissance des enfants : le cocktail détonnant qui permet à ce fléau de perdurer dans un silence liturgique. C’est l’histoire d’un homme, Jesús, qui décide de prendre en main son destin : il affronte le mur de silence de l’église, son agresseur, et en le dénonçant, reconstruit sa dignité d’homme et retrouve ainsi sa liberté.",84,05-06-2011,5.9,8,1.8216,['Jesús Romero Colín'],['Alejandra Sánchez'],"Pepa Films, La Femme Endormie",['Documentaire'],269448,[99],https://image.tmdb.org/t/p/w500/9W7Y5qMLYauPixlR6HeS1BwfPD6.jpg,Documentaire,-,-
Bertha Boxcar,"Pendant la Grande Dépression dans l'Arkansas, Bertha Thompson, une jeune fille ayant assisté à la mort accidentelle de son père provoquée par un employeur tyrannique, est réduite au vagabondage. Elle erre de ville en ville, au hasard des trains de marchandises qu'elle emprunte clandestinement, ce qui lui vaut le surnom de ""Boxcar"" (Fourgon à bestiaux).",88,14-06-1972,5.821,226,1.8209,"['Barbara Hershey', 'David Carradine', 'Barry Primus', 'Bernie Casey', 'John Carradine', 'Victor Argo', 'David Osterhout', 'Harry Northup', 'Joe Reynolds', 'Marianne Dole', 'Ann Morell', 'Martin Scorsese', 'Jerry Cortez', 'Louie Elias', 'Gayne Rescher']",['Martin Scorsese'],American International Pictures,"['Crime', 'Drame']",22784,"[80, 18]",https://image.tmdb.org/t/p/w500/ozHAW76Y9SFuMrl5eabd8579t39.jpg,Crime,Drame,-
Charlotte et son Jules,"Jean est allongé sur son lit lorsqu'on frappe à la porte. C'est Charlotte, son ancienne amie qui l'a quitté quelque temps auparavant. Jean lui tient un long discours qui passe peu à peu de l'ironie aux reproches, de la supplique aux menaces…",13,31-12-1958,6.4,53,1.82,"['Jean-Paul Belmondo', 'Anne Collette', 'Gérard Blain', 'Jean-Luc Godard']",['Jean-Luc Godard'],Les Films de la Pléiade,['Comédie'],44461,[35],https://image.tmdb.org/t/p/w500/eWnjLCJVcE6FljaEuBMvlFlvnmZ.jpg,Comédie,-,-
Alamo,"En février 1836, le général Sam Houston, qui commande les Texans révoltés contre l'autorité mexicaine, est poursuivi par les troupes du général Santa Anna. Il passe le Rio Grande pour former une armée et confie au Colonel Travis le soin d'arrêter Santa Anna le plus longtemps possible. Dans le fort Alamo, Travis rentre en conflit avec James Bowie, alcoolique et insubordonné. Davy Crockett doit souvent s'interposer entre les deux hommes. Travis attend un important renfort, mais celui-ci est intercepté par Santa Anna. La garnison ne peut compter que sur elle-même, et les hommes de Travis comprennent qu'ils sont condamnés à périr sous les assauts des Mexicains…",167,23-10-1960,7.1,380,1.8195,"['John Wayne', 'Richard Widmark', 'Laurence Harvey', 'Frankie Avalon', 'Patrick Wayne', 'Linda Cristal', ""Joan O'Brien"", 'Chill Wills', 'Joseph Calleia', 'Ken Curtis', 'Carlos Arruza', 'Jester Hairston', 'Veda Ann Borg', 'John Dierkes', 'Denver Pyle', 'Aissa Wayne', 'Hank Worden', 'William Henry', 'Bill Daniel', 'Wesley Lau', 'Chuck Roberson', ""Guinn 'Big Boy' Williams"", 'Olive Carey', 'Ruben Padilla', 'Richard Boone', 'Jack Pennick', 'George Ross', 'J.R. Miller', 'Danny Borzage', 'Chuck Hayward', 'Fred Graham', 'Ted White', 'Carol Baxter', 'Joe Canutt', 'Tap Canutt', 'Big John Hamilton', 'Ray Ackland', 'Charles Akins', 'Harold Allgood', 'Lee Allison', 'D.E. Barentine', 'Abe Blankenship', 'F. Bode', 'Buff Brady', 'Paul Breen', 'Jim Brewer', 'Jim Burk', 'A.R. Carpenter', 'Ed Carter', 'Georges Cartes', 'Vincente Castro', 'Teresa Champion', ""Willie 'El Curro' Champion"", 'Raul De Luna', 'LeJean Eldridge', 'Rojelio Estrada', 'Estill Ezell', 'Manuel Farias', 'Rosita Fernández', 'Mickey Finn', 'Gerry Fisher', 'Karl Flenn', 'Miguel Garza', 'Yndalecio Gonzales', 'Mike Goulla', 'Joe Graham', 'Bob Harris', 'Tom Hennesy', 'Frank Higgins', 'Doug Hodges', 'John Hudkins', 'Joe Jackson', 'Leroy Johnson', 'Elmo Jones', 'Eddie Juaregui', 'Wayne Kendrick', 'Jim Kennedy', 'Charles Kone', 'David Kuykendall', 'Ronald Lee', 'Cliff Lyons', 'Efrain Maldonada', 'Cy Malis', 'Bryan McAfee', 'John McGuyer', 'Doug McNealy', 'Don Middlebrook', 'Jack Miller', 'Antonia Morales', 'Bob Morgan', ""Boyd 'Red' Morgan"", 'Bob Moss Sr.', 'C.A. Nicks', 'Ray Ochoa', 'Dale Parsons', 'Gil Perkins', 'Jerry Phillips', 'Homer Pierce', 'Lee Roy Powell', 'John Michael Quinn', 'Lupe Reyes', 'Warren Rhea', 'Ed Riley', 'Rudy Robbins', 'Cruz Rodriquez', 'Eleno Rodriquez', 'Ricardo Rosales', 'Bob Rose', 'LeRoy Ryland', 'Charles Sanders', 'Alberto Sandoval', 'Guadalupe Santoya', 'Pete Schneider', 'Bill Shannon', 'Ben Shirley', 'Chester Smith', 'Dan Smith', 'Dean Smith', 'George Sofge', 'Greg Souquet', 'Jack Spain', 'Jerry Sterner', 'Winner Stevens', 'Ted Sumerall', 'Alfred Taylor', 'Martin Torres', 'Julian Trevino', 'Jesse Valdez', 'Charles Veltmann Jr.', 'Jim Walker', 'Pilar Wayne', 'Toni Wayne', 'Bill Williams', 'Jack Williams', 'Clay Wilson', 'Thomas Worrell', 'Jim Wright']",['John Wayne'],"Batjac Productions, The Alamo Company","['Guerre', 'Aventure', 'Histoire', 'Western']",11209,"[10752, 12, 36, 37]",https://image.tmdb.org/t/p/w500/44XDJCqKWUHMkyJgUk4Vh85J2Es.jpg,Guerre,Aventure,Histoire
"Chonchon, le plus mignon des cochons","Lorsque Babs, 9 ans, reçoit de son grand-père un cochon nommé Chonchon comme cadeau, elle convainc ses parents de le garder à condition que Chonchon suive une formation de chiot. Mais ses parents ne sont pas la plus grande menace pour Chonchon, car en réalité son grand-père participe secrètement au concours de charcuterie, qu’il compte enfin gagner…",72,01-07-2022,7.1,45,1.8188,"['Hiba Ghafry', 'Kees Prins', 'Jelka van Houten', 'Henry van Loon', 'Matsen Montsma', 'Loes Luca', 'Johnny Kraaijkamp Jr.', 'Alex Klaasen', 'Remko Vrijdag', 'Tosca Menten', 'Fockeline Ouwerkerk']",['Mascha Halberstad'],"Holy Motion Studio, Viking Film, A Private View, VPRO","['Animation', 'Familial', 'Comédie']",916423,"[16, 10751, 35]",https://image.tmdb.org/t/p/w500/92EaPnLzNNzrJwlOb5FGMtl3pzO.jpg,Animation,Familial,Comédie
Ali au pays des mirages,"Ali, un grutier algérien, prend avec philosophie les brimades dont sont victimes les immigrés comme lui. Son existence change radicalement le jour où il gagne à la loterie.",127,17-12-1980,10.0,1,1.8181,"['Djelloul Beghoura', 'Saïd Hilmi', 'Ahmed Snoussi', 'Mustapha El Anka', 'Corinne Brodbeck', 'Albert Delpy']",['Ahmed Rachedi'],Office National pour le Commerce et l'Industrie Cinématographique (ONCIC),['Drame'],327777,[18],https://image.tmdb.org/t/p/w500/q7Frr9A9UPdRp8B9ruHMPEM0n9t.jpg,Drame,-,-
Quatre jours en septembre,Non disponible,110,01-10-1997,7.5,130,1.818,"['Alan Arkin', 'Pedro Cardoso', 'Fernanda Torres', 'Luiz Fernando Guimarães', 'Cláudia Abreu', 'Nelson Dantas', 'Matheus Nachtergaele', 'Marco Ricca', 'Maurício Gonçalves', 'Caio Junqueira', 'Selton Mello', 'Eduardo Moscovis', 'Waldir Onofre', 'Samir Murad', 'Charles Myara', 'Harry Stone', 'Fernanda Montenegro', 'Milton Gonçalves', 'Othon Bastos', 'Lulu Santos', 'Alessandra Negrini', 'Jorge Cherques', 'Antonio Pedro', 'Flávio São Thiago', 'Luiz Armando Queiroz', 'Caroline Kava', 'Fisher Stevens']",['Bruno Barreto'],"Miramax, Columbia TriStar","['Thriller', 'Drame', 'Histoire']",21253,"[53, 18, 36]",https://image.tmdb.org/t/p/w500/kQq5RPqMQd9eHhlBMncWkovDmHE.jpg,Thriller,Drame,Histoire
La Balade du Bourreau,"Jonas Candine, bourreau ""optimiste"" est apprécié pour sa compétence. Ce matin-là, il doit exécuter la première femme, Gundred, mais son frère doit être exécuté avant! Jonas visite Gundred avant le moment fatal, qui obtient de lui un ajournement d’exécution. Il sacrifie sa chaise mais cela ne dure que peu de temps. Jonas tente de soudoyer le docteur de la prison afin de ""ressusciter"" Gundred après son passage sur la chaise électrique...",95,01-10-1970,5.5,12,1.8136,"['Stacy Keach', 'Bud Cort', 'Marianna Hill', 'Graham Jarvis', 'James Sloyan', 'M. Emmet Walsh', 'John Bottoms', 'Ford Rainey', 'James Greene', 'Sam Reese', 'Stefan Gierasch', 'Logan Ramsey', 'Charles Tyner', 'William Mims', 'Val Avery', 'Walter Barnes', 'Charlie Briggs', 'Paul Gauntt', 'Jason Wingreen', 'Pat Patterson', 'Katherine MacGregor']",['Jack Smight'],Metro-Goldwyn-Mayer,"['Comédie', 'Drame', 'Western']",90517,"[35, 18, 37]",https://image.tmdb.org/t/p/w500/ftINDhhILKZrEJ72rWcJObXc4oJ.jpg,Comédie,Drame,Western
