titre,résumé,temps,année,votes,nombre de votes,popularité,acteurs,directeurs,production,genres,id_film,id_genre,poster_url,genre_1,genre_2,genre_3
La Ballade de Narayama,"Comme le veut une ancienne tradition, la vieille Orin ayant atteint un grand âge, part en haut de la montagne pour s'y laisser mourir. C'est son propre fils qui doit l'accompagner pour cet ultime voyage. Avant son départ, Orin prend ses dernières dispositions au village.",98,01-06-1958,7.5,84,3.9873,"['Kinuyo Tanaka', '高橋貞二', '望月優子', '宮口精二', '伊藤雄之助', '三津田健', 'Danko Ichikawa', 'Keiko Ogasawara', '東野英治郎', 'Kō Nishimura', 'Katsuyuki Hattori', '小林十九二', '織田政雄']",['Keisuke Kinoshita'],Shochiku,['Drame'],116690,[18],https://image.tmdb.org/t/p/w500/tWBiocWv4s8cYGSe87cE9ncThLc.jpg,Drame,-,-
Big boy,"L'émancipation du jeune Bernard Chanticleer va passer par un amour désespère pour la belle Barbara qui déteste les hommes et le vol du livre le plus rare de la bibliothèque ou il travaille, dont son père est le directeur. A travers cette comédie, l'un des premiers films de Coppola, une féroce critique de la famille américaine.",97,09-12-1966,6.1,44,3.9863,"['Elizabeth Hartman', 'Geraldine Page', 'Peter Kastner', 'Rip Torn', 'Michael Dunn', 'Karen Black', 'Tony Bill', 'Julie Harris', 'Dolph Sweet', ""Michael O'Sullivan"", 'Ronald Colby', 'Rufus Harley', 'Frank Simpson', 'Nina Varela', 'Len De Carl', 'Roman Coppola', 'Bill Walters']",['Francis Ford Coppola'],Seven Arts Productions,"['Comédie', 'Romance']",42728,"[35, 10749]",https://image.tmdb.org/t/p/w500/4kjCCRZeZW7YiFZ6YPcI46tPTc0.jpg,Comédie,Romance,-
Dans la ville blanche,"Lassé de la mer, Paul, un mécanicien suisse travaillant dans les entrailles bruyantes d'un navire marchand, débarque à Lisbonne.",109,11-03-1983,6.9,38,3.9824,"['Bruno Ganz', 'Teresa Madruga', 'Julia Vonderlinn', 'José Carvalho', 'Victor Costa', 'Francisco Baião', 'José Wallenstein', 'Lídia Franco', 'Pedro Efe', 'Cecília Guimarães', 'Joana Vicente', 'Paulo Branco']",['Alain Tanner'],"Filmograph, Metro Filmes","['Drame', 'Romance']",33802,"[18, 10749]",https://image.tmdb.org/t/p/w500/sKoDVfcxElkqbhXjjVVmv1l6IM2.jpg,Drame,Romance,-
C'est le bouquet !,"Portraits croisés de personnages divers et variés qui interagissent l'un l'autre, avec comme fil rouge un bouquet de fleurs qui passe de mains en mains. Parmi ces personnages, Raphaël cadre supérieur renvoyé de son entreprise suite à une saute d'humeur envers son patron et qui va tenter de retourner la situation à son avantage, Catherine sa femme qui reçoit un bouquet de fleurs d'un ami qu'elle n'a pas croisé depuis 15 ans, Edith la cultivée et entreprenante collègue de Raphaël, les voisins de Raphaël qui gaffent à chaque apparition du bouquet de fleurs, ou encore Robert auteur dramaturge et son petit ami Laurent qui se fait passer pour un ""valet de pied"" auprès de Catherine...",99,11-12-2002,4.7,16,3.9754,"['Sandrine Kiberlain', 'Jean-Pierre Darroussin', 'Dominique Blanc', 'Mathieu Amalric', 'Jean-Claude Brialy', 'Maurice Bénichou', 'Dominique Besnehard', 'Gisèle Casadesus', 'Didier Bezace', 'László Szabó']",['Jeanne Labrune'],"Art-Light Productions, France 2 Cinéma, Les Films Alain Sarde, StudioCanal",['Comédie'],78278,[35],https://image.tmdb.org/t/p/w500/hveOWwCXauIxdGT79y5fDl1B2Nf.jpg,Comédie,-,-
À propos de Joan,"Joan Verra a toujours été une femme indépendante, amoureuse, habitée par un esprit libre et aventureux. Lorsque son premier amour revient sans prévenir après des années d’absence, elle décide de ne pas lui avouer qu’ils ont eu un fils ensemble. Ce mensonge par omission est l’occasion pour elle de revisiter sa vie : sa jeunesse en Irlande, sa réussite professionnelle, ses amours et sa relation à son fils. Une vie comblée en apparence, mais qui cache un secret auquel elle va devoir faire face…",101,31-08-2022,6.1,28,3.9729,"['Isabelle Huppert', 'Freya Mavor', 'Lars Eidinger', 'Éanna Hardwicke', 'Florence Loiret Caille', 'Swann Arlaud', 'Leo Hanna', 'Christopher Livingstone', 'Roseanna Purcell', 'Dimitri Doré', 'Denise Kiesow']",['Laurent Larivière'],"Gifted Films, Auvergne-Rhône-Alpes Cinéma, Playtime, Les Films du Camélia, Keeper Pictures, Fís Éireann/Screen Ireland","['Drame', 'Romance']",820713,"[18, 10749]",https://image.tmdb.org/t/p/w500/xPoqkrwv7RoYz1brXQrllYvnOY8.jpg,Drame,Romance,-
L'Antre de la folie,"Pour retrouver un auteur de best-sellers d'épouvante brusquement disparu, John Trent, détective, va pénétrer dans l'univers romanesque et épouvantable de l'écrivain.",95,03-02-1995,7.206,1814,3.9724,"['Sam Neill', 'Julie Carmen', 'Jürgen Prochnow', 'David Warner', 'John Glover', 'Bernie Casey', 'Peter Jason', 'Charlton Heston', 'Frances Bay', 'Norbert Grupe', 'Kevin Rushton', 'Gene Mack', 'Conrad Bergschneider', 'Marvin Scott', 'Katherine Ashby', 'Ben Gilbert', ""Dennis O'Connor"", 'Paul Brogren', 'Sharon Dyer', 'Sean Vertigo', 'Lance Paton', 'Jacelyn Holmes', 'Hayden Christensen', 'Garry Robbins', 'Sean Roberge', 'Robert Lewis Bush', 'Louise Beaven', 'Cliff Woolner', 'Deborah Theaker', 'Chuck Campbell', 'Carolyn Tweedle', 'Thom Bell', 'Mark Adriaans', 'Jack Moore-Wickham', 'David Austerwell', 'Richard Kohler', 'Kieran Sells', 'Laura Schmidt', 'Kyle Sheehan', 'Daniel Verhoeven', 'Kevin Zegers', 'Katie Zegers']",['John Carpenter'],New Line Cinema,"['Horreur', 'Mystère']",2654,"[27, 9648]",https://image.tmdb.org/t/p/w500/411ybC2J3Bsf9ONy0AlsLeS9zDy.jpg,Horreur,Mystère,-
A chacun son dû,"Dans une bourgade sicilienne. Le pharmacien Arturo Manno reçoit des menaces de mort par lettres anonymes. Au cours d'une partie de chasse, il est abattu, en même temps que son ami, le docteur Roscio. L'affaire semble claire, il s'agit d'un crime d'«honneur», parce que Manno avait séduit une jeune paysanne, la belle Rosina. Son père et ses deux frères sont mis sous les verrous. Mais le professeur Paolo Laurana flaire quelque chose de louche. Se muant en détective, il découvre qu'il s'agit d'un acte de vengeance politique, le docteur Roscio étant sur le point de révéler de sombres affaires, dans lesquelles sont impliqués des citoyens de la ville...",99,24-02-1967,6.625,124,3.9704,"['Gian Maria Volonté', 'Irene Papas', 'Gabriele Ferzetti', 'Laura Nucci', 'Mario Scaccia', 'Luigi Pistilli', 'Leopoldo Trieste', 'Salvo Randone', 'Giovanni Pallavicino', 'Tanina Zappalà', 'Luciana Scalise', 'Orio Cannarozzo', 'Anna Rivero', 'Michele Jannucci', 'Franco Tranchina', 'Carlo Ferro', 'Carmelo Oliviero', 'Valentino Macchi', 'Aldo Cascino']",['Elio Petri'],Cemo Film,"['Mystère', 'Drame', 'Crime']",80441,"[9648, 18, 80]",https://image.tmdb.org/t/p/w500/d5Uo46jkjs1HEogp4BIuY83QmaO.jpg,Mystère,Drame,Crime
Ana et les autres,"Ana, 20 ans, vit aujourd'hui à Buenos Aires, une ville dévastée par la crise économique argentine.  Nous la suivons alors qu'elle revient à Paranà, sa ville natale.L'occasion pour elle de revoir ses anciennes amies d'école et ses amoureux d'alors, particulièrement Mariano. L'occasion peut-être aussi de faire de nouvelles rencontres, de repenser sa vie, d'essayer de modifier son avenir.Paranà est nouvelle chance pour Ana...",80,28-07-2004,6.2,12,3.9672,"['Camila Toker', 'Ignacio Uslenghi', 'Juan Cruz Díaz la Barba', 'Natacha Massera', 'Natalia Gómez Alarcón']",['Celina Murga'],"Stardis Pictures, INCAA, Universidad del Cine",['Drame'],48596,[18],https://image.tmdb.org/t/p/w500/kmb0i0jgbV4gJIBJ8RuTp9hV7tE.jpg,Drame,-,-
L'Ecole des lapins,"Max, un lapin des villes dégourdi, se retrouve piégé dans une école pour lapins aux méthodes un peu… anciennes. C'est pourtant là qu'est gardé l'oeuf de Pâques en or convoité par une famille de renards rusés qui cherche à s'en emparer. Avec l'aide de l'adorable Emmy qui rêve de réussir son examen de lapin de Pâques et grâce aux leçons de Madame Hermione experte en arts martiaux mais aussi en préceptes de vie, Max apprendra l'art de la magie propre aux lapins de Pâques et il comprendra quelle est sa vraie famille. Mais pourra-t-il sauver la tradition de Pâques avec l'aide de ses nouveaux amis ?",79,16-03-2017,6.0,22,3.9669,"['Noah Levi', 'Friedrich von Thun', 'Senta Berger', 'Jenny Melina Witez', 'Max Boguth', 'Ben Boxberg', 'Jule Böwe', 'Dirk Petrick', 'Constantin von Jascheroff', 'Tim Sander', 'Sebastian Fitzner', 'Leon Seidel', 'Peter Nottmeier', 'Valentina Bonalana', 'Gustav Häcke', 'Tom Raczko', 'David Trayser', 'Lina Andres', 'Anna Neuenhofen', 'Erik Stappenbeck']",['Ute von Münchow-Pohl'],"Virgin Lands Animated Pictures, Akkord Film, NDR, SWR","['Animation', 'Familial']",425218,"[16, 10751]",https://image.tmdb.org/t/p/w500/mEKzfP0Nv98l3otUlU5brz56QWz.jpg,Animation,Familial,-
El Bola,"El Bola est un garçon de douze ans, élevé dans une famille violente et sordide. Honteux de ce contexte familial, il évite ses camarades de classe. Grâce à l'arrivée d'un nouvel élève dans son école, il découvre l'amitié et une famille où la communication et l'amour prédominent. Il a alors le courage d'accepter sa situation et de l'affronter.",88,20-10-2000,7.131,160,3.9644,"['Juan José Ballesta', 'Pablo Galán', 'Manuel Morón', 'Alberto Jiménez', 'Ana Wagener', 'Nieve de Medina', 'Gloria Muñoz', 'Javier Lago', 'Soledad Osorio', 'Omar Muñoz', 'Alfonso Vallejo', 'Manolo Caro', 'Juan Carlos Martín', 'Máximo Jiménez', 'Miguel Ángel Gutiérrez', 'Alberto Parras', 'Adrián Gil', 'Juan Ramón Deacal', 'Andrés Gertrúdix', 'Rosario Santesmases', 'Pau Cólera', 'Ana Frau', 'Esteban Masana', ""Enrique Pérez 'Mao'"", 'Rafael Martínez Ruiz', 'Carmen del Valle', 'Joaquín Berrueco', 'Concha Santiago', 'Juan Lorente', 'Makauly Guillermo', 'Tamara Quitral', 'Carlos Morote', 'Alicia Cifredo', 'Daniel Contreras', 'Golfo']",['Achero Mañas'],Tesela Producciones Cinematográficas,['Drame'],33504,[18],https://image.tmdb.org/t/p/w500/1Kav4alCqZfS88MBB57PwosOhx7.jpg,Drame,-,-
Alata,"Nimer, un étudiant palestinien réfugié clandestinement à Tel-Aviv, rêve d’une vie meilleure à l’étranger. Une nuit, il rencontre Roy, un jeune avocat israélien. Ils s’éprennent l’un de l’autre. Au fil de leur relation, Nimer est confronté aux réalités cruelles de la communauté palestinienne – qui rejette son identité – et de la société israélienne – qui ne reconnaît pas sa nationalité. Sur fond de lutte familiale, politique et sociale, Nimer doit choisir entre son désir d’ailleurs et son amour pour Roy.",96,09-09-2012,6.8,135,3.962,"['מיכאל אלוני', 'Nicholas Jacob', 'Loai Nofi', 'Alon Pdut', 'Khawlah Hag-Debsy', 'Maysa Daw', 'Jameel Khoury', 'Shimon Mimran', 'Moris Cohen', 'Majd Bitar', 'Alon Oleartchik', 'Chelli Goldenberg', 'Huda Al Imam', 'Михаил Теплицкий']",['Michael Mayer'],"M7200 Productions, Periscope Productions","['Drame', 'Romance', 'Thriller']",128154,"[18, 10749, 53]",https://image.tmdb.org/t/p/w500/hY8J55rh1M3zAeoqRs2LtTM8krh.jpg,Drame,Romance,Thriller
Clip,"Jasna est jeune et belle mais elle s’ennuie dans sa ville de province serbe, entre une mère découragée et un père gravement malade. Elle est en conflit avec tout le monde, y compris avec elle‑même. Elle se déchaîne, entre drogues, sexe et ennui…",102,27-01-2012,5.3,123,3.9614,"['Isidora Simijonović', 'Vukašin Jasnić', 'Sanja Mikitišin', 'Jovo Maksić', 'Monja Savić', 'Katarina Pešić', 'Sonja Janičić', 'Jovana Stojiljković', 'Vladimir Gvojić', 'Nikola Dragutinović', 'Mihajlo Nikolić', ""David Tasić 'Daf'"", 'Ksenija Maric Ðorðevic', 'Lara Mirković', 'Miodrag Rakočević', 'Miona Ðenisijević', 'Jelisaveta Milojević', 'Andreas Rukovski', 'Aleksandra Nikolić', 'Dobrila Stojnic', 'Nataša Balog', 'Luka Božić', 'Mihajlo Pleskonjić', 'Ljiljana Šiler', 'Vanesa Ojdanić', 'Dragana Jovanović', 'Zoran Maksimović', 'Svetlana Sretenović', 'Dimitrije Aranđelović', 'Nemanja Golušin', 'Nevena Šarčević', 'Nemanja Maksimović', 'Jovana Arsić', 'Predrag Gligorijević', 'Milan Ojdanić', 'Đorđe Đoković', 'Nemanja Rašović', 'Aleksandar Raković']",['Maja Miloš'],Film House Baš Čelik,['Drame'],95775,[18],https://image.tmdb.org/t/p/w500/7eMej4BFNbrAKYmqWKgkqJpcGSr.jpg,Drame,-,-
Le Dernier Coup de marteau,"Quand Victor, 13 ans, pousse la porte de l'opéra de Montpellier, il ne connaît rien à la musique. Il ne connaît pas non plus son père venu diriger la 6ème symphonie de Mahler. Il l’observe de loin, découvre l'univers des répétitions... Le jour où Nadia, sa mère, lui annonce qu’ils doivent quitter leur maison sur la plage, Victor s’inquiète. Pour sa mère, dont il sent qu’elle lui cache quelque chose, mais aussi pour sa relation naissante avec Luna, la voisine espagnole. Victor décide alors de se montrer pour la première fois à son père...",83,30-08-2014,6.3,23,3.9582,"['Romain Paul', 'Clotilde Hesme', 'Grégory Gadebois', 'Candela Peña', 'Farida Rahouadj', 'Farid Bendali', 'Tristán Ulloa', 'Mireia Vilapuig', 'Víctor Sánchez']",['Alix Delaporte'],"France 2 Cinéma, Lionceau Films",['Drame'],283699,[18],https://image.tmdb.org/t/p/w500/ArBy7LKuxhHX2tuSFSzNUHIJaK5.jpg,Drame,-,-
Asteroid City,"1955, Asteroid City est une ville minuscule, en plein désert, dans le sud-ouest des États-Unis. Le site est surtout célèbre pour son gigantesque cratère de météorite et son observatoire astronomique à proximité. Ce week-end, les militaires et les astronomes accueillent cinq enfants surdoués, distingués pour leurs créations scientifiques, afin qu’ils présentent leurs inventions. À quelques kilomètres de là, par-delà les collines, on aperçoit des champignons atomiques provoqués par des essais nucléaires.",104,08-06-2023,6.442,2307,3.958,"['Jason Schwartzman', 'Scarlett Johansson', 'Tom Hanks', 'Jeffrey Wright', 'Tilda Swinton', 'Bryan Cranston', 'Edward Norton', 'Adrien Brody', 'Liev Schreiber', 'Hope Davis', 'Steve Park', 'Rupert Friend', 'Maya Hawke', 'Steve Carell', 'Matt Dillon', 'Willem Dafoe', 'Tony Revolori', 'Jake Ryan', 'Grace Edwards', 'Aristou Meehan', 'Sophia Lillis', 'Ethan Josh Lee', 'Ella Faris', 'Gracie Faris', 'Willan Faris', 'Deanna Dunagan', 'Vandi Clark', 'Pedro Placer', 'Iván López', 'Aaron Ziobrowski', 'Celia Bermejo', 'Zoe Bernard', 'Brayden Frasure', 'Preston Mota', 'Kyleigh Fuller', 'Henry Rhoades', 'Jack Eyman', 'Willa Skye', 'Annalise Mackulin', 'Calhoun Metcalf', 'Seu Jorge', 'Jarvis Cocker', 'Pere Mallén', ""Jean-Yves Lozac'h"", 'Damien Bonnard', 'Ramón Ródenas', 'Wendy Nottingham', 'Bob Balaban', 'Fisher Stevens', 'Mike Maggart', 'Elvira Arce', 'Nicolas Avinée', 'Mohamed Belhadjine', 'Katy Heffernan-Smith', 'Jeff Goldblum', 'Hong Chau', 'Paul Kynman', 'Sam Marra', 'Rita Wilson', 'Ara Hollyday', 'Kenneth Bate', 'Christian Bate', 'Margot Robbie', 'Sandy Hamilton', 'Roberto Moreno de Matias', 'Francisco Serrano', 'Francisco Javier Gomez', 'Jacinto Domingo Torija', 'Alvaro Olivas Marques', 'Dominique Fouassier', 'Pablo Amoros', 'Yann Tremblay', 'Sébastien Fouassier', 'Carlos Arimón', 'Antonio Graziano', 'Nuria Gigorro', 'Raquel Jiménez Martinez', 'Jorge Francisco Mena Garcia', 'Ana Isabel Comendador Martínez', 'Carlos Saez', 'Karine Niederman', 'Jesús Olivas Santos', 'Jose Luis Figueroa', 'Pascale Coppola', 'Matilda Clarke', 'Milagros Ahijon', 'Paula Domingo', 'Crístian García Jiménez', 'Junior Harris', 'Robert Tattam', 'Eusebio Mateo Diaz', 'Stéphane Bak', 'Tom Hudson', 'Rodolphe Pauly', 'Aimee Mullins', 'Valérie Sadoun', 'Erica Dorn', 'Julia Kruger', 'Anisse Elias', 'Rebecca Cornford', 'Avery Looser', 'Guy Trevellyan', 'Truman Hanks', 'Honor Northridge', 'Eliel Ford', 'Caris Yeoman', 'Yann Pozzoli', 'Sonia Gascón', 'Mariam Huélamo', 'Timothy Cordukes', 'Carmen Méndez', 'Ainhoa Aldanondo', 'Marta Rubio', 'Marcos Pereiro', 'Susana Hornos', 'Alicia San Lorenzo', 'Palmira Ferrer', 'Jose Antonio Turiégano Carrasco', 'Pilar Ramírez Escalona', 'Virginia Romano Álvarez', 'Milagros Reyeros Ruiz', 'Jonatan Buitrago Díaz', 'Ricardo Mohedas Tiñana', 'Carlos Arroyo', 'Ismael González Carrasco', 'Celedonio Guijarro Cano', 'Juan Abad Molina', 'Patricia Colin', 'Elena Uriz', 'Jose Segovia Ortiz', 'Enrique Ruiz Granado', 'Juan Carlos Iglesias Gómez', 'Oscar Minguez Garcia-Patron', 'Guillermo García', 'David Navarro Romero', 'Javier Gigorro de las Peñas', 'Alejandro García Aparicio', 'Diego Maldonado Davila', 'David Rodríguez Moreno', 'Mario Perez Lomas', 'Alejandro Urbina Escalona', 'David Verdejo Escribano', 'Adrián Corpa Fernández', 'Jesús Jiménez Caler', 'Francisco Corrales Rubio', 'Sergio Martinez Martinez', 'Félix Israel Pinilla de la Guia', '劉錦玲', 'Mario Turiégano Delgado', 'Pedro Padilla Perez', 'Randall Poster', 'Matthew Frasure', 'Chris Faris', 'Erika Godwin', 'Sara Greisberg', 'Manuela Martinez Zafra', 'Juana Andueza']",['Wes Anderson'],"Indian Paintbrush, American Empirical Pictures, Studio Babelsberg","['Comédie', 'Drame']",747188,"[35, 18]",https://image.tmdb.org/t/p/w500/76Fx5kjWnoxtHiKifs4wh52f8og.jpg,Comédie,Drame,-
Bons baisers de Liverpool,"Teresa et Elaine habitent a Kirby, petite agglomération a quelques kilomètres de Liverpool. Teresa travaille dans une fabrique de poulets, Elaine ne travaille pas. Apres avoir fauche le porte-monnaie d'un malabar elles partent a Liverpool. Elles rencontrent dans un bar deux marins russes. Pour Elaine c'est l'amour et elle décide de rejoindre Peter en Russie. Tout le monde s'oppose a son départ alors elle écrit a Brejnev qui lui envoie un billet d'avion. Un film dans la veine de ""My Beautiful Laundrette"" qui sont la preuve d'une ""nouvelle vague"" britannique.",93,15-11-1985,6.26,25,3.9394,"['Peter Firth', 'Alfred Molina', 'Margi Clarke', 'Alexandra Pigg', 'Tracey Lea', 'Susan Dempsey', 'Ted Wood', 'Carl Chase', 'Sharon Power', 'Robbie Dee', 'Eddie Ross', 'Syd Newmann', 'Gerry White', 'Pat Riley', 'Jeannette Votel', 'Wendy Votel', 'Angela Clarke', 'Joey Kaye', 'Eileen Walsh', 'Frank Clarke', 'Iggy Navarro', 'Thelma Dee', 'D.J. Swain', 'Ken Campbell', 'Neil Cunningham', 'John Carr']",['Chris Bernard'],"Palace Pictures, Film4 Productions","['Comédie', 'Romance']",60363,"[35, 10749]",https://image.tmdb.org/t/p/w500/1N5A2OdF4GUGu094wBdbqmruoc4.jpg,Comédie,Romance,-
À nous la liberté,"Deux camarades de prison, Émile et Louis, tentent de s'évader, mais seul Louis y parvient. Il se lance dans un petit commerce de phonographes et devient, en quelques années, le riche patron d'une grande entreprise. Pendant ce temps, Émile, libéré de prison, reste vagabond, préférant la liberté au travail. Un jour, il est embauché par hasard dans l'usine de Louis. Celui-ci est d'abord gêné par ce témoin de son passé de prisonnier et fait mine de ne pas le reconnaître, mais leur amitié est finalement plus forte que les barrières de classes sociales.",84,18-12-1931,7.0,109,3.9386,"['Henri Marchand', 'Raymond Cordy', 'Rolla France', 'Paul Ollivier', 'Jacques Shelly', 'Germaine Aussey', 'Léon Lorin', 'Vincent Hyspa', 'André Michaud', 'Maximilienne', ""Alexander D'Arcy"", 'William Burke', 'Eugène Stuber', 'Ritou Lancyle', 'Marguerite de Morlaye', 'Léon Courtois', 'Robert Charlet', 'Albert Broquin']",['René Clair'],Société des films sonores Tobis,"['Comédie', 'Musique']",31514,"[35, 10402]",https://image.tmdb.org/t/p/w500/tusBGAoOWr5ujBHawTW1Dhp3yxD.jpg,Comédie,Musique,-
Benjamin,"Benjamin, un jeune réalisateur en vogue, est sur le point de sortir son second film No self, non sans avoir rencontré quelques difficultés lors du montage. Le soir de la première au London Film Festival, il tombe sous le charme d’un jeune chanteur français prénommé Noah.",85,15-03-2019,6.2,80,3.9371,"['Colin Morgan', 'Phénix Brossard', 'Joel Fry', 'Jessica Raine', 'Jack Rowan', 'Anna Chancellor', 'Nathan Stewart-Jarrett', 'Michèle Belgrand', 'James Lailey', 'Ellie Kendrick', 'Mark Kermode', 'Simon Mayo', 'Gabe Gilmour', 'Robin Peters', 'Arnab Chanda', 'James Bloor', 'Jessie Cave', 'Joanne Howarth', 'Mariam Haque', 'Kriss Dosanjh', 'Mawaan Rizwan', 'Alex Lowe', 'Laura Matassa']",['Simon Amstell'],"Open Palm Films, Art Sploitation Films","['Romance', 'Comédie', 'Drame']",545567,"[10749, 35, 18]",https://image.tmdb.org/t/p/w500/gtcbJTGIGya6vRvSeIasRPGTaMC.jpg,Romance,Comédie,Drame
